"genes","isoforms"
"AT1G55690","AT1G55690_P5"
"AT1G55810","AT1G55810_P1"
"AT1G55810","AT1G55810_P3"
"AT1G55960","AT1G55960_ID2"
"AT1G55960","AT1G55960_JS2"
"AT1G55960","AT1G55960_P1"
"AT1G56070","AT1G56070_P1"
"AT1G56070","AT1G56070_s2"
"AT1G56110","AT1G56110_ID11"
"AT1G56110","AT1G56110_ID14"
"AT1G56110","AT1G56110_P1"
"AT1G56170","AT1G56170_P1"
"AT1G56170","AT1G56170_P2"
"AT1G56220","AT1G56220_P3"
"AT1G56220","AT1G56220_P4"
"AT1G56220","AT1G56220_P5"
"AT1G56230","AT1G56230_JS1"
"AT1G56230","AT1G56230_P3"
"AT1G56300","AT1G56300.1"
"AT1G56300","AT1G56300_c1"
"AT1G56300","AT1G56300_JC2"
"AT1G56600","AT1G56600_JS2"
"AT1G56600","AT1G56600_P1"
"AT1G56612","AT1G56612_ID1"
"AT1G56612","AT1G56612_ID2"
"AT1G56660","AT1G56660_ID3"
"AT1G56660","AT1G56660_P1"
"AT1G57610","AT1G57610_P1"
"AT1G57610","AT1G57610_P2"
"AT1G57770","AT1G57770_ID6"
"AT1G57770","AT1G57770_JC4"
"AT1G58030","AT1G58030_c1"
"AT1G58030","AT1G58030_P1"
"AT1G58080","AT1G58080_ID2"
"AT1G58080","AT1G58080_ID6"
"AT1G58180","AT1G58180.4"
"AT1G58180","AT1G58180_ID16"
"AT1G58200","AT1G58200_ID22"
"AT1G58200","AT1G58200_P2"
"AT1G58280","AT1G58280_P1"
"AT1G58280","AT1G58280_P2"
"AT1G58602","AT1G58602_ID1"
"AT1G58602","AT1G58602_JC7"
"AT1G58602","AT1G58602_JS23"
"AT1G58602","AT1G58602_JS24"
"AT1G58602","AT1G58602_P2"
"AT1G58807","AT1G58807_JC5"
"AT1G58807","AT1G58807_P2"
"AT1G58807","AT1G58807_s1"
"AT1G59750","AT1G59750_ID27"
"AT1G59750","AT1G59750_ID35"
"AT1G59750","AT1G59750_JC3"
"AT1G59990","AT1G59990_P1"
"AT1G59990","AT1G59990_P2"
"AT1G60080","AT1G60080_c1"
"AT1G60080","AT1G60080_P1"
"AT1G60200","AT1G60200_JS8"
"AT1G60200","AT1G60200_JS9"
"AT1G60260","AT1G60260_ID62"
"AT1G60260","AT1G60260_ID92"
"AT1G60270","AT1G60270_P2"
"AT1G60270","AT1G60270_s3"
"AT1G60640","AT1G60640_P1"
"AT1G60640","AT1G60640_P2"
"AT1G60850","AT1G60850_P1"
"AT1G60850","AT1G60850_P2"
"AT1G60850","AT1G60850_P4"
"AT1G60890","AT1G60890_JS9"
"AT1G60890","AT1G60890_P1"
"AT1G60960","AT1G60960_P1"
"AT1G60960","AT1G60960_P3"
"AT1G60990","AT1G60990.2"
"AT1G60990","AT1G60990_P3"
"AT1G61210","AT1G61210_JC3"
"AT1G61210","AT1G61210_JS3"
"AT1G61380","AT1G61380_P1"
"AT1G61380","AT1G61380_P2"
"AT1G61430","AT1G61430_P13"
"AT1G61430","AT1G61430_P4"
"AT1G61520","AT1G61520.2"
"AT1G61520","AT1G61520.3"
"AT1G61520","AT1G61520_P1"
"AT1G61580","AT1G61580.1"
"AT1G61580","AT1G61580_s1"
"AT1G61800","AT1G61800_P1"
"AT1G61800","AT1G61800_P2"
"AT1G62540","AT1G62540_ID53"
"AT1G62540","AT1G62540_P1"
"AT1G62540","AT1G62540_s4"
"AT1G62560","AT1G62560_JC2"
"AT1G62560","AT1G62560_P1"
"AT1G62560","AT1G62560_P2"
"AT1G62610","AT1G62610_ID9"
"AT1G62610","AT1G62610_P4"
"AT1G62710","AT1G62710_ID4"
"AT1G62710","AT1G62710_P1"
"AT1G62800","AT1G62800_P2"
"AT1G62800","AT1G62800_P3"
"AT1G63110","AT1G63110.3"
"AT1G63110","AT1G63110_P1"
"AT1G63420","AT1G63420_JS5"
"AT1G63420","AT1G63420_P1"
"AT1G63490","AT1G63490_JS12"
"AT1G63490","AT1G63490_s3"
"AT1G63640","AT1G63640_P1"
"AT1G63640","AT1G63640_P3"
"AT1G63690","AT1G63690_P1"
"AT1G63690","AT1G63690_s1"
"AT1G63800","AT1G63800_JS2"
"AT1G63800","AT1G63800_P1"
"AT1G63800","AT1G63800_P2"
"AT1G63810","AT1G63810_P1"
"AT1G63810","AT1G63810_P2"
"AT1G63860","AT1G63860_c1"
"AT1G63860","AT1G63860_P3"
"AT1G64230","AT1G64230_c1"
"AT1G64230","AT1G64230_P1"
"AT1G64355","AT1G64355_P2"
"AT1G64355","AT1G64355_P3"
"AT1G64385","AT1G64385_c2"
"AT1G64385","AT1G64385_P2"
"AT1G64720","AT1G64720_c1"
"AT1G64720","AT1G64720_ID8"
"AT1G64720","AT1G64720_P1"
"AT1G64760","AT1G64760_P1"
"AT1G64760","AT1G64760_s1"
"AT1G64770","AT1G64770_ID2"
"AT1G64770","AT1G64770_P2"
"AT1G64790","AT1G64790.2"
"AT1G64790","AT1G64790_P3"
"AT1G64860","AT1G64860.2"
"AT1G64860","AT1G64860_P2"
"AT1G64970","AT1G64970.1"
"AT1G64970","AT1G64970_c1"
"AT1G65040","AT1G65040_P1"
"AT1G65040","AT1G65040_P2"
"AT1G65040","AT1G65040_P4"
"AT1G65060","AT1G65060.2"
"AT1G65060","AT1G65060_P1"
"AT1G65230","AT1G65230_c1"
"AT1G65230","AT1G65230_P1"
"AT1G65270","AT1G65270_P1"
"AT1G65270","AT1G65270_P2"
"AT1G65270","AT1G65270_P3"
"AT1G65560","AT1G65560_P1"
"AT1G65560","AT1G65560_P2"
"AT1G65790","AT1G65790_P1"
"AT1G65790","AT1G65790_P3"
"AT1G65800","AT1G65800_P1"
"AT1G65800","AT1G65800_P2"
"AT1G65930","AT1G65930_JC3"
"AT1G65930","AT1G65930_P1"
"AT1G65960","AT1G65960.2"
"AT1G65960","AT1G65960_P3"
"AT1G66540","AT1G66540_ID2"
"AT1G66540","AT1G66540_P1"
"AT1G66580","AT1G66580_P1"
"AT1G66580","AT1G66580_s1"
"AT1G66880","AT1G66880_JS10"
"AT1G66880","AT1G66880_P1"
"AT1G66920","AT1G66920_P2"
"AT1G66920","AT1G66920_P3"
"AT1G66980","AT1G66980_JS13"
"AT1G66980","AT1G66980_P1"
"AT1G66980","AT1G66980_P2"
"AT1G67040","AT1G67040.1"
"AT1G67040","AT1G67040_P2"
"AT1G67080","AT1G67080_P1"
"AT1G67080","AT1G67080_P2"
"AT1G67300","AT1G67300_ID15"
"AT1G67300","AT1G67300_JS3"
"AT1G67300","AT1G67300_P1"
"AT1G67300","AT1G67300_P7"
"AT1G67300","AT1G67300_s4"
"AT1G67325","AT1G67325.1"
"AT1G67325","AT1G67325.2"
"AT1G67360","AT1G67360.2"
"AT1G67360","AT1G67360_ID2"
"AT1G67800","AT1G67800_P2"
"AT1G67800","AT1G67800_P5"
"AT1G67800","AT1G67800_s1"
"AT1G67850","AT1G67850_JC2"
"AT1G67850","AT1G67850_JS1"
"AT1G67850","AT1G67850_JS4"
"AT1G67850","AT1G67850_P2"
"AT1G67850","AT1G67850_P3"
"AT1G67850","AT1G67850_s2"
"AT1G67870","AT1G67870_P1"
"AT1G67870","AT1G67870_s3"
"AT1G68010","AT1G68010_JC4"
"AT1G68010","AT1G68010_P1"
"AT1G68010","AT1G68010_P3"
"AT1G68190","AT1G68190_c1"
"AT1G68190","AT1G68190_JS5"
"AT1G68190","AT1G68190_P2"
"AT1G68470","AT1G68470_ID2"
"AT1G68470","AT1G68470_P1"
"AT1G68600","AT1G68600_JS2"
"AT1G68600","AT1G68600_P1"
"AT1G68840","AT1G68840.2"
"AT1G68840","AT1G68840_P1"
"AT1G69070","AT1G69070_ID12"
"AT1G69070","AT1G69070_s1"
"AT1G69250","AT1G69250_P1"
"AT1G69250","AT1G69250_P2"
"AT1G69295","AT1G69295_c1"
"AT1G69295","AT1G69295_P2"
"AT1G69295","AT1G69295_s1"
"AT1G69310","AT1G69310_ID4"
"AT1G69310","AT1G69310_JS2"
"AT1G69310","AT1G69310_JS3"
"AT1G69450","AT1G69450_P2"
"AT1G69450","AT1G69450_P3"
"AT1G69510","AT1G69510_ID1"
"AT1G69510","AT1G69510_P1"
"AT1G69530","AT1G69530.1"
"AT1G69530","AT1G69530.3"
"AT1G69530","AT1G69530_P2"
"AT1G69530","AT1G69530_P4"
"AT1G69572","AT1G69572_ID2"
"AT1G69572","AT1G69572_ID4"
"AT1G69610","AT1G69610_P3"
"AT1G69610","AT1G69610_s2"
"AT1G69830","AT1G69830_ID7"
"AT1G69830","AT1G69830_JS4"
"AT1G69830","AT1G69830_P1"
"AT1G70100","AT1G70100_P1"
"AT1G70100","AT1G70100_P3"
"AT1G70180","AT1G70180_ID3"
"AT1G70180","AT1G70180_P4"
"AT1G70570","AT1G70570_ID2"
"AT1G70570","AT1G70570_ID5"
"AT1G70610","AT1G70610_P1"
"AT1G70610","AT1G70610_P2"
"AT1G70620","AT1G70620_ID10"
"AT1G70620","AT1G70620_P5"
"AT1G70620","AT1G70620_P6"
"AT1G70620","AT1G70620_P7"
"AT1G70700","AT1G70700_P1"
"AT1G70700","AT1G70700_P3"
"AT1G70800","AT1G70800_c1"
"AT1G70800","AT1G70800_P1"
"AT1G70820","AT1G70820_P1"
"AT1G70820","AT1G70820_P2"
"AT1G70900","AT1G70900_JS2"
"AT1G70900","AT1G70900_P1"
"AT1G71240","AT1G71240_P2"
"AT1G71240","AT1G71240_P3"
"AT1G71340","AT1G71340_ID3"
"AT1G71340","AT1G71340_ID4"
"AT1G71360","AT1G71360_P1"
"AT1G71360","AT1G71360_s1"
"AT1G72030","AT1G72030_ID3"
"AT1G72030","AT1G72030_P1"
"AT1G72275","AT1G72275_P1"
"AT1G72275","AT1G72275_P2"
"AT1G72320","AT1G72320_P1"
"AT1G72320","AT1G72320_P2"
"AT1G72320","AT1G72320_P4"
"AT1G72510","AT1G72510_P1"
"AT1G72510","AT1G72510_P2"
"AT1G72770","AT1G72770_JC9"
"AT1G72770","AT1G72770_P1"
"AT1G72770","AT1G72770_P2"
"AT1G72770","AT1G72770_P4"
"AT1G72930","AT1G72930.2"
"AT1G72930","AT1G72930_P1"
"AT1G73040","AT1G73040.1"
"AT1G73040","AT1G73040_P1"
"AT1G73390","AT1G73390.3"
"AT1G73390","AT1G73390.4"
"AT1G73390","AT1G73390_ID19"
"AT1G73390","AT1G73390_ID23"
"AT1G73390","AT1G73390_ID28"
"AT1G73390","AT1G73390_ID29"
"AT1G73390","AT1G73390_P1"
"AT1G73390","AT1G73390_P2"
"AT1G73390","AT1G73390_P5"
"AT1G73390","AT1G73390_P6"
"AT1G73480","AT1G73480_JC4"
"AT1G73480","AT1G73480_JS4"
"AT1G73480","AT1G73480_JS5"
"AT1G73480","AT1G73480_P1"
"AT1G73600","AT1G73600.2"
"AT1G73600","AT1G73600_c1"
"AT1G73600","AT1G73600_ID1"
"AT1G73650","AT1G73650.3"
"AT1G73650","AT1G73650_c1"
"AT1G73650","AT1G73650_ID3"
"AT1G73650","AT1G73650_ID4"
"AT1G73655","AT1G73655_ID2"
"AT1G73655","AT1G73655_P1"
"AT1G73670","AT1G73670_ID2"
"AT1G73670","AT1G73670_P1"
"AT1G73750","AT1G73750.1"
"AT1G73750","AT1G73750_ID11"
"AT1G73750","AT1G73750_ID8"
"AT1G73990","AT1G73990_P1"
"AT1G73990","AT1G73990_s1"
"AT1G74070","AT1G74070_P1"
"AT1G74070","AT1G74070_P2"
"AT1G74310","AT1G74310_ID4"
"AT1G74310","AT1G74310_P1"
"AT1G74810","AT1G74810_ID5"
"AT1G74810","AT1G74810_ID6"
"AT1G74810","AT1G74810_JS7"
"AT1G74810","AT1G74810_JS8"
"AT1G75150","AT1G75150_P1"
"AT1G75150","AT1G75150_P2"
"AT1G75180","AT1G75180.3"
"AT1G75180","AT1G75180_ID5"
"AT1G75295","AT1G75295.2"
"AT1G75295","AT1G75295_ID25"
"AT1G75370","AT1G75370.2"
"AT1G75370","AT1G75370_c2"
"AT1G75370","AT1G75370_P1"
"AT1G75380","AT1G75380.1"
"AT1G75380","AT1G75380.3"
"AT1G75380","AT1G75380_JS3"
"AT1G75380","AT1G75380_P2"
"AT1G75380","AT1G75380_P4"
"AT1G75460","AT1G75460_c1"
"AT1G75460","AT1G75460_P1"
"AT1G75850","AT1G75850_c1"
"AT1G75850","AT1G75850_c2"
"AT1G75900","AT1G75900_JS1"
"AT1G75900","AT1G75900_P1"
"AT1G76150","AT1G76150.1"
"AT1G76150","AT1G76150_s1"
"AT1G76570","AT1G76570_JC10"
"AT1G76570","AT1G76570_P1"
"AT1G76570","AT1G76570_s2"
"AT1G76580","AT1G76580_ID2"
"AT1G76580","AT1G76580_JS6"
"AT1G76580","AT1G76580_P1"
"AT1G76580","AT1G76580_P2"
"AT1G76580","AT1G76580_P3"
"AT1G76590","AT1G76590_ID1"
"AT1G76590","AT1G76590_ID2"
"AT1G76590","AT1G76590_P1"
"AT1G76720","AT1G76720_JC34"
"AT1G76720","AT1G76720_P1"
"AT1G76980","AT1G76980_P1"
"AT1G76980","AT1G76980_P2"
"AT1G76990","AT1G76990_P2"
"AT1G76990","AT1G76990_P3"
"AT1G77000","AT1G77000_P2"
"AT1G77000","AT1G77000_P3"
"AT1G77080","AT1G77080_ID21"
"AT1G77080","AT1G77080_P4"
"AT1G77210","AT1G77210.1"
"AT1G77210","AT1G77210_P3"
"AT1G77320","AT1G77320_P1"
"AT1G77320","AT1G77320_P3"
"AT1G77420","AT1G77420_c1"
"AT1G77420","AT1G77420_P1"
"AT1G77450","AT1G77450_JC1"
"AT1G77450","AT1G77450_P1"
"AT1G77490","AT1G77490_ID3"
"AT1G77490","AT1G77490_P1"
"AT1G77490","AT1G77490_P2"
"AT1G77580","AT1G77580.1"
"AT1G77580","AT1G77580_P2"
"AT1G77610","AT1G77610_c1"
"AT1G77610","AT1G77610_P1"
"AT1G77800","AT1G77800_P4"
"AT1G77800","AT1G77800_P5"
"AT1G77800","AT1G77800_P6"
"AT1G77810","AT1G77810_P1"
"AT1G77810","AT1G77810_P2"
"AT1G77850","AT1G77850_P1"
"AT1G77850","AT1G77850_s1"
"AT1G78000","AT1G78000_JS1"
"AT1G78000","AT1G78000_P4"
"AT1G78000","AT1G78000_s1"
"AT1G78070","AT1G78070_c3"
"AT1G78070","AT1G78070_JS20"
"AT1G78070","AT1G78070_JS3"
"AT1G78070","AT1G78070_JS4"
"AT1G78070","AT1G78070_JS7"
"AT1G78070","AT1G78070_P1"
"AT1G78070","AT1G78070_s3"
"AT1G78290","AT1G78290_ID2"
"AT1G78290","AT1G78290_P2"
"AT1G78290","AT1G78290_s1"
"AT1G78440","AT1G78440_ID1"
"AT1G78440","AT1G78440_P1"
"AT1G78480","AT1G78480_ID1"
"AT1G78480","AT1G78480_ID2"
"AT1G78510","AT1G78510.1"
"AT1G78510","AT1G78510_c1"
"AT1G78600","AT1G78600_ID2"
"AT1G78600","AT1G78600_P1"
"AT1G78680","AT1G78680_ID6"
"AT1G78680","AT1G78680_P1"
"AT1G78800","AT1G78800_ID4"
"AT1G78800","AT1G78800_ID6"
"AT1G78970","AT1G78970.1"
"AT1G78970","AT1G78970_c1"
"AT1G78995","AT1G78995_ID2"
"AT1G78995","AT1G78995_ID3"
"AT1G78995","AT1G78995_P1"
"AT1G79110","AT1G79110_ID1"
"AT1G79110","AT1G79110_ID3"
"AT1G79245","AT1G79245.1"
"AT1G79245","AT1G79245_s3"
"AT1G79270","AT1G79270.1"
"AT1G79270","AT1G79270_ID4"
"AT1G79270","AT1G79270_ID5"
"AT1G79270","AT1G79270_P2"
"AT1G79510","AT1G79510.2"
"AT1G79510","AT1G79510_ID1"
"AT1G79520","AT1G79520_P1"
"AT1G79520","AT1G79520_P3"
"AT1G79550","AT1G79550.2"
"AT1G79550","AT1G79550_P1"
"AT1G79610","AT1G79610_ID12"
"AT1G79610","AT1G79610_ID15"
"AT1G79640","AT1G79640_P3"
"AT1G79640","AT1G79640_P4"
"AT1G79700","AT1G79700_ID5"
"AT1G79700","AT1G79700_P2"
"AT1G79740","AT1G79740_P1"
"AT1G79740","AT1G79740_P4"
"AT1G79790","AT1G79790_P1"
"AT1G79790","AT1G79790_P2"
"AT1G79790","AT1G79790_P4"
"AT1G79820","AT1G79820_ID4"
"AT1G79820","AT1G79820_ID5"
"AT1G79830","AT1G79830_ID32"
"AT1G79830","AT1G79830_P5"
"AT1G79830","AT1G79830_s5"
"AT1G79930","AT1G79930.2"
"AT1G79930","AT1G79930_P1"
"AT1G80130","AT1G80130_ID1"
"AT1G80130","AT1G80130_P1"
"AT1G80210","AT1G80210_P1"
"AT1G80210","AT1G80210_P2"
"AT1G80260","AT1G80260_P2"
"AT1G80260","AT1G80260_s1"
"AT1G80270","AT1G80270.2"
"AT1G80270","AT1G80270.3"
"AT1G80270","AT1G80270_c1"
"AT1G80270","AT1G80270_P5"
"AT1G80420","AT1G80420_P2"
"AT1G80420","AT1G80420_P5"
"AT1G80650","AT1G80650.1"
"AT1G80650","AT1G80650_ID1"
"AT1G80650","AT1G80650_ID2"
"AT1G80790","AT1G80790_P1"
"AT1G80790","AT1G80790_P2"
"AT1G80790","AT1G80790_P3"
"AT1G80850","AT1G80850_c1"
"AT1G80850","AT1G80850_P1"
"AT2G01120","AT2G01120.1"
"AT2G01120","AT2G01120.2"
"AT2G01260","AT2G01260_ID7"
"AT2G01260","AT2G01260_P2"
"AT2G01420","AT2G01420_P1"
"AT2G01420","AT2G01420_P3"
"AT2G01450","AT2G01450.3"
"AT2G01450","AT2G01450_ID28"
"AT2G01450","AT2G01450_ID30"
"AT2G01620","AT2G01620_ID4"
"AT2G01620","AT2G01620_P1"
"AT2G01640","AT2G01640.2"
"AT2G01640","AT2G01640_P1"
"AT2G02410","AT2G02410_ID1"
"AT2G02410","AT2G02410_P3"
"AT2G02470","AT2G02470_P2"
"AT2G02470","AT2G02470_P3"
"AT2G03140","AT2G03140_JS11"
"AT2G03140","AT2G03140_JS55"
"AT2G03530","AT2G03530_P1"
"AT2G03530","AT2G03530_P4"
"AT2G04039","AT2G04039_ID1"
"AT2G04039","AT2G04039_ID2"
"AT2G04039","AT2G04039_ID3"
"AT2G04039","AT2G04039_P1"
"AT2G04240","AT2G04240.2"
"AT2G04240","AT2G04240_P1"
"AT2G04350","AT2G04350_ID3"
"AT2G04350","AT2G04350_P1"
"AT2G04690","AT2G04690_ID6"
"AT2G04690","AT2G04690_P1"
"AT2G04690","AT2G04690_P2"
"AT2G04700","AT2G04700_ID2"
"AT2G04700","AT2G04700_P2"
"AT2G04790","AT2G04790_P10"
"AT2G04790","AT2G04790_P9"
"AT2G05100","AT2G05100_P1"
"AT2G05100","AT2G05100_P2"
"AT2G05210","AT2G05210_ID16"
"AT2G05210","AT2G05210_ID5"
"AT2G05310","AT2G05310_ID3"
"AT2G05310","AT2G05310_P1"
"AT2G05310","AT2G05310_P2"
"AT2G05310","AT2G05310_s1"
"AT2G05520","AT2G05520_P1"
"AT2G05520","AT2G05520_P2"
"AT2G05632","AT2G05632_c2"
"AT2G05632","AT2G05632_s1"
"AT2G06025","AT2G06025.1"
"AT2G06025","AT2G06025_ID169"
"AT2G06025","AT2G06025_P3"
"AT2G06050","AT2G06050_ID5"
"AT2G06050","AT2G06050_P1"
"AT2G07042","AT2G07042_c1"
"AT2G07042","AT2G07042_c2"
"AT2G07180","AT2G07180.2"
"AT2G07180","AT2G07180_JS1"
"AT2G07180","AT2G07180_P1"
"AT2G10940","AT2G10940.2"
"AT2G10940","AT2G10940_P1"
"AT2G11280","AT2G11280_s3"
"AT2G11280","AT2G11280_s5"
"AT2G11910","AT2G11910_P1"
"AT2G11910","AT2G11910_P2"
"AT2G12400","AT2G12400_JS2"
"AT2G12400","AT2G12400_P1"
"AT2G13790","AT2G13790_P1"
"AT2G13790","AT2G13790_s1"
"AT2G14260","AT2G14260_P1"
"AT2G14260","AT2G14260_P4"
"AT2G14910","AT2G14910_P1"
"AT2G14910","AT2G14910_s1"
"AT2G15000","AT2G15000_P1"
"AT2G15000","AT2G15000_P4"
"AT2G15000","AT2G15000_P5"
"AT2G15000","AT2G15000_P7"
"AT2G15080","AT2G15080.2"
"AT2G15080","AT2G15080_P1"
"AT2G15580","AT2G15580_P1"
"AT2G15580","AT2G15580_P2"
"AT2G15890","AT2G15890.2"
"AT2G15890","AT2G15890_P1"
"AT2G16365","AT2G16365_P3"
"AT2G16365","AT2G16365_P4"
"AT2G16750","AT2G16750_ID2"
"AT2G16750","AT2G16750_P2"
"AT2G16890","AT2G16890_P1"
"AT2G16890","AT2G16890_P2"
"AT2G16890","AT2G16890_P3"
"AT2G16930","AT2G16930_P1"
"AT2G16930","AT2G16930_P4"
"AT2G16940","AT2G16940_c1"
"AT2G16940","AT2G16940_ID4"
"AT2G16940","AT2G16940_P4"
"AT2G16990","AT2G16990_c4"
"AT2G16990","AT2G16990_JS3"
"AT2G16990","AT2G16990_P2"
"AT2G16990","AT2G16990_P3"
"AT2G16990","AT2G16990_P5"
"AT2G17033","AT2G17033_P1"
"AT2G17033","AT2G17033_P2"
"AT2G17470","AT2G17470_JS6"
"AT2G17470","AT2G17470_P2"
"AT2G17560","AT2G17560.3"
"AT2G17560","AT2G17560_P2"
"AT2G17840","AT2G17840_P1"
"AT2G17840","AT2G17840_P2"
"AT2G18050","AT2G18050_ID2"
"AT2G18050","AT2G18050_P1"
"AT2G18230","AT2G18230_ID1"
"AT2G18230","AT2G18230_P1"
"AT2G18280","AT2G18280.1"
"AT2G18280","AT2G18280.2"
"AT2G18890","AT2G18890_P1"
"AT2G18890","AT2G18890_P3"
"AT2G19480","AT2G19480_P1"
"AT2G19480","AT2G19480_P2"
"AT2G19540","AT2G19540_ID1"
"AT2G19540","AT2G19540_ID3"
"AT2G19540","AT2G19540_P1"
"AT2G19730","AT2G19730.1"
"AT2G19730","AT2G19730_P2"
"AT2G20180","AT2G20180_P2"
"AT2G20180","AT2G20180_P6"
"AT2G20490","AT2G20490_P1"
"AT2G20490","AT2G20490_P3"
"AT2G20585","AT2G20585_P1"
"AT2G20585","AT2G20585_P2"
"AT2G20630","AT2G20630_JS6"
"AT2G20630","AT2G20630_P1"
"AT2G20750","AT2G20750_P1"
"AT2G20750","AT2G20750_P2"
"AT2G21320","AT2G21320_JS1"
"AT2G21320","AT2G21320_P1"
"AT2G21330","AT2G21330.2"
"AT2G21330","AT2G21330_P1"
"AT2G21520","AT2G21520_ID11"
"AT2G21520","AT2G21520_JS5"
"AT2G21540","AT2G21540.1"
"AT2G21540","AT2G21540_P2"
"AT2G21590","AT2G21590_ID2"
"AT2G21590","AT2G21590_ID8"
"AT2G21590","AT2G21590_JS1"
"AT2G21590","AT2G21590_P1"
"AT2G21590","AT2G21590_P4"
"AT2G21590","AT2G21590_s2"
"AT2G21660","AT2G21660_ID10"
"AT2G21660","AT2G21660_ID2"
"AT2G21660","AT2G21660_P1"
"AT2G21660","AT2G21660_s5"
"AT2G21940","AT2G21940.5"
"AT2G21940","AT2G21940_P6"
"AT2G22190","AT2G22190_P1"
"AT2G22190","AT2G22190_P2"
"AT2G22240","AT2G22240.1"
"AT2G22240","AT2G22240.2"
"AT2G22980","AT2G22980_c2"
"AT2G22980","AT2G22980_ID17"
"AT2G22980","AT2G22980_ID18"
"AT2G22980","AT2G22980_ID19"
"AT2G22980","AT2G22980_ID20"
"AT2G22980","AT2G22980_P2"
"AT2G22990","AT2G22990.3"
"AT2G22990","AT2G22990_JS12"
"AT2G22990","AT2G22990_P1"
"AT2G22990","AT2G22990_P6"
"AT2G23000","AT2G23000_JC2"
"AT2G23000","AT2G23000_P1"
"AT2G23390","AT2G23390_ID4"
"AT2G23390","AT2G23390_P1"
"AT2G23390","AT2G23390_P2"
"AT2G23420","AT2G23420_ID11"
"AT2G23420","AT2G23420_JC5"
"AT2G23420","AT2G23420_P1"
"AT2G23420","AT2G23420_P2"
"AT2G23600","AT2G23600_c1"
"AT2G23600","AT2G23600_P3"
"AT2G23680","AT2G23680_ID3"
"AT2G23680","AT2G23680_P1"
"AT2G23680","AT2G23680_P2"
"AT2G23790","AT2G23790_ID3"
"AT2G23790","AT2G23790_P1"
"AT2G23910","AT2G23910_c1"
"AT2G23910","AT2G23910_P1"
"AT2G23910","AT2G23910_P2"
"AT2G23910","AT2G23910_P3"
"AT2G23910","AT2G23910_P4"
"AT2G23980","AT2G23980.1"
"AT2G23980","AT2G23980_ID5"
"AT2G23980","AT2G23980_ID6"
"AT2G24120","AT2G24120.2"
"AT2G24120","AT2G24120_P1"
"AT2G24150","AT2G24150_JS2"
"AT2G24150","AT2G24150_P1"
"AT2G24150","AT2G24150_P2"
"AT2G24270","AT2G24270.4"
"AT2G24270","AT2G24270_JC7"
"AT2G24350","AT2G24350_P1"
"AT2G24350","AT2G24350_P2"
"AT2G24420","AT2G24420_JC15"
"AT2G24420","AT2G24420_P2"
"AT2G24550","AT2G24550_ID2"
"AT2G24550","AT2G24550_P1"
"AT2G24560","AT2G24560_JC2"
"AT2G24560","AT2G24560_P1"
"AT2G24590","AT2G24590.1"
"AT2G24590","AT2G24590_JC1"
"AT2G24600","AT2G24600_P1"
"AT2G24600","AT2G24600_P3"
"AT2G24600","AT2G24600_P4"
"AT2G24850","AT2G24850_c1"
"AT2G24850","AT2G24850_P1"
"AT2G25450","AT2G25450_JC2"
"AT2G25450","AT2G25450_P1"
"AT2G25510","AT2G25510_P1"
"AT2G25510","AT2G25510_P2"
"AT2G25530","AT2G25530.1"
"AT2G25530","AT2G25530_ID2"
"AT2G25590","AT2G25590_ID12"
"AT2G25590","AT2G25590_ID25"
"AT2G25590","AT2G25590_ID50"
"AT2G25605","AT2G25605.1"
"AT2G25605","AT2G25605_ID4"
"AT2G25620","AT2G25620_P1"
"AT2G25620","AT2G25620_P2"
"AT2G25625","AT2G25625_ID2"
"AT2G25625","AT2G25625_P1"
"AT2G25670","AT2G25670_P2"
"AT2G25670","AT2G25670_s1"
"AT2G26170","AT2G26170.1"
"AT2G26170","AT2G26170_ID1"
"AT2G26170","AT2G26170_ID4"
"AT2G26215","AT2G26215.1"
"AT2G26215","AT2G26215_c1"
"AT2G26540","AT2G26540_P1"
"AT2G26540","AT2G26540_s2"
"AT2G26660","AT2G26660_ID2"
"AT2G26660","AT2G26660_P1"
"AT2G26800","AT2G26800_P1"
"AT2G26800","AT2G26800_P2"
"AT2G26800","AT2G26800_s1"
"AT2G26980","AT2G26980_c3"
"AT2G26980","AT2G26980_ID6"
"AT2G26980","AT2G26980_P3"
"AT2G27110","AT2G27110_P1"
"AT2G27110","AT2G27110_P2"
"AT2G27350","AT2G27350.3"
"AT2G27350","AT2G27350_c1"
"AT2G27350","AT2G27350_ID19"
"AT2G27350","AT2G27350_ID32"
"AT2G27350","AT2G27350_P1"
"AT2G27350","AT2G27350_P2"
"AT2G27350","AT2G27350_P6"
"AT2G27360","AT2G27360_P1"
"AT2G27360","AT2G27360_s2"
"AT2G27530","AT2G27530_ID2"
"AT2G27530","AT2G27530_P1"
"AT2G27530","AT2G27530_P2"
"AT2G27710","AT2G27710.2"
"AT2G27710","AT2G27710_ID6"
"AT2G27710","AT2G27710_P1"
"AT2G27720","AT2G27720_P1"
"AT2G27720","AT2G27720_P4"
"AT2G27840","AT2G27840_ID3"
"AT2G27840","AT2G27840_P3"
"AT2G27840","AT2G27840_P4"
"AT2G27950","AT2G27950_P1"
"AT2G27950","AT2G27950_s2"
"AT2G28000","AT2G28000_JC7"
"AT2G28000","AT2G28000_P1"
"AT2G28130","AT2G28130_ID2"
"AT2G28130","AT2G28130_P1"
"AT2G28470","AT2G28470_P2"
"AT2G28470","AT2G28470_P3"
"AT2G28470","AT2G28470_P5"
