"genes","isoforms"
"AT1G70550","AT1G70550_P1"
"AT1G70580","AT1G70580_JS1"
"AT1G70580","AT1G70580_P1"
"AT1G70590","AT1G70590_JC3"
"AT1G70590","AT1G70590_P1"
"AT1G70610","AT1G70610_P1"
"AT1G70610","AT1G70610_P2"
"AT1G70620","AT1G70620.1"
"AT1G70620","AT1G70620_P6"
"AT1G70620","AT1G70620_P7"
"AT1G70630","AT1G70630_P1"
"AT1G70630","AT1G70630_P3"
"AT1G70730","AT1G70730.2"
"AT1G70730","AT1G70730_P3"
"AT1G70790","AT1G70790_ID3"
"AT1G70790","AT1G70790_s1"
"AT1G70820","AT1G70820_P1"
"AT1G70820","AT1G70820_P2"
"AT1G70980","AT1G70980_ID2"
"AT1G70980","AT1G70980_P1"
"AT1G71070","AT1G71070_ID4"
"AT1G71070","AT1G71070_P1"
"AT1G71220","AT1G71220.2"
"AT1G71220","AT1G71220_P3"
"AT1G71240","AT1G71240_JS4"
"AT1G71240","AT1G71240_P1"
"AT1G71240","AT1G71240_P2"
"AT1G71340","AT1G71340_ID3"
"AT1G71340","AT1G71340_ID4"
"AT1G71340","AT1G71340_P1"
"AT1G71410","AT1G71410_P1"
"AT1G71410","AT1G71410_P2"
"AT1G71528","AT1G71528.1"
"AT1G71528","AT1G71528_JS1"
"AT1G71696","AT1G71696_P1"
"AT1G71696","AT1G71696_P2"
"AT1G71696","AT1G71696_s2"
"AT1G71810","AT1G71810_ID27"
"AT1G71810","AT1G71810_ID60"
"AT1G71810","AT1G71810_P1"
"AT1G71830","AT1G71830.1"
"AT1G71830","AT1G71830_ID1"
"AT1G72030","AT1G72030_ID3"
"AT1G72030","AT1G72030_P1"
"AT1G72050","AT1G72050_P1"
"AT1G72050","AT1G72050_P3"
"AT1G72130","AT1G72130_P1"
"AT1G72130","AT1G72130_P2"
"AT1G72190","AT1G72190_ID41"
"AT1G72190","AT1G72190_ID51"
"AT1G72190","AT1G72190_P1"
"AT1G72210","AT1G72210_P1"
"AT1G72210","AT1G72210_s1"
"AT1G72250","AT1G72250_P3"
"AT1G72250","AT1G72250_P4"
"AT1G72275","AT1G72275_P1"
"AT1G72275","AT1G72275_P2"
"AT1G72320","AT1G72320_P2"
"AT1G72320","AT1G72320_P4"
"AT1G72416","AT1G72416.2"
"AT1G72416","AT1G72416_P1"
"AT1G72416","AT1G72416_P3"
"AT1G72420","AT1G72420_JS5"
"AT1G72420","AT1G72420_P1"
"AT1G72500","AT1G72500_c1"
"AT1G72500","AT1G72500_P1"
"AT1G72560","AT1G72560_ID4"
"AT1G72560","AT1G72560_P1"
"AT1G72560","AT1G72560_P3"
"AT1G72560","AT1G72560_P4"
"AT1G72600","AT1G72600_JS1"
"AT1G72600","AT1G72600_P2"
"AT1G72640","AT1G72640_P1"
"AT1G72640","AT1G72640_P2"
"AT1G72640","AT1G72640_P3"
"AT1G72650","AT1G72650_ID32"
"AT1G72650","AT1G72650_P1"
"AT1G72650","AT1G72650_P2"
"AT1G72740","AT1G72740_P1"
"AT1G72740","AT1G72740_P2"
"AT1G72770","AT1G72770_P1"
"AT1G72770","AT1G72770_P2"
"AT1G72855","AT1G72855.1"
"AT1G72855","AT1G72855_ID2"
"AT1G72880","AT1G72880_P1"
"AT1G72880","AT1G72880_P2"
"AT1G72910","AT1G72910_c1"
"AT1G72910","AT1G72910_P1"
"AT1G72990","AT1G72990_JS8"
"AT1G72990","AT1G72990_P1"
"AT1G72990","AT1G72990_s3"
"AT1G73040","AT1G73040.1"
"AT1G73040","AT1G73040_P1"
"AT1G73090","AT1G73090_ID7"
"AT1G73090","AT1G73090_P1"
"AT1G73170","AT1G73170.2"
"AT1G73170","AT1G73170_P3"
"AT1G73210","AT1G73210_P1"
"AT1G73210","AT1G73210_P2"
"AT1G73310","AT1G73310_P1"
"AT1G73310","AT1G73310_P2"
"AT1G73320","AT1G73320.1"
"AT1G73320","AT1G73320_c1"
"AT1G73350","AT1G73350_ID4"
"AT1G73350","AT1G73350_P2"
"AT1G73360","AT1G73360_c1"
"AT1G73360","AT1G73360_P1"
"AT1G73390","AT1G73390_P2"
"AT1G73390","AT1G73390_P6"
"AT1G73440","AT1G73440_c1"
"AT1G73440","AT1G73440_P1"
"AT1G73480","AT1G73480_JS4"
"AT1G73480","AT1G73480_P1"
"AT1G73490","AT1G73490.2"
"AT1G73490","AT1G73490_P1"
"AT1G73650","AT1G73650_c1"
"AT1G73650","AT1G73650_ID3"
"AT1G73650","AT1G73650_ID4"
"AT1G73655","AT1G73655_ID2"
"AT1G73655","AT1G73655_P1"
"AT1G73700","AT1G73700_P1"
"AT1G73700","AT1G73700_s1"
"AT1G73750","AT1G73750.1"
"AT1G73750","AT1G73750_ID11"
"AT1G73830","AT1G73830.2"
"AT1G73830","AT1G73830_P1"
"AT1G73920","AT1G73920.2"
"AT1G73920","AT1G73920_ID4"
"AT1G73920","AT1G73920_P1"
"AT1G73980","AT1G73980.1"
"AT1G73980","AT1G73980_c5"
"AT1G73990","AT1G73990_P1"
"AT1G73990","AT1G73990_s1"
"AT1G74170","AT1G74170_P1"
"AT1G74170","AT1G74170_P2"
"AT1G74180","AT1G74180_JS1"
"AT1G74180","AT1G74180_JS2"
"AT1G74180","AT1G74180_P2"
"AT1G74200","AT1G74200.1"
"AT1G74200","AT1G74200_c1"
"AT1G74300","AT1G74300_ID2"
"AT1G74300","AT1G74300_JC2"
"AT1G74300","AT1G74300_P1"
"AT1G74310","AT1G74310_ID4"
"AT1G74310","AT1G74310_P1"
"AT1G74330","AT1G74330_JS3"
"AT1G74330","AT1G74330_P2"
"AT1G74340","AT1G74340_JC1"
"AT1G74340","AT1G74340_P1"
"AT1G74390","AT1G74390_P1"
"AT1G74390","AT1G74390_P3"
"AT1G74420","AT1G74420.1"
"AT1G74420","AT1G74420_ID2"
"AT1G74440","AT1G74440.1"
"AT1G74440","AT1G74440_ID2"
"AT1G74530","AT1G74530_ID1"
"AT1G74530","AT1G74530_P3"
"AT1G74590","AT1G74590.1"
"AT1G74590","AT1G74590_ID2"
"AT1G74650","AT1G74650_P1"
"AT1G74650","AT1G74650_P2"
"AT1G74650","AT1G74650_P3"
"AT1G74700","AT1G74700_P1"
"AT1G74700","AT1G74700_s1"
"AT1G74810","AT1G74810_ID5"
"AT1G74810","AT1G74810_ID6"
"AT1G74810","AT1G74810_s1"
"AT1G74850","AT1G74850_JC13"
"AT1G74850","AT1G74850_P1"
"AT1G74910","AT1G74910_P1"
"AT1G74910","AT1G74910_P2"
"AT1G75010","AT1G75010_JS8"
"AT1G75010","AT1G75010_P1"
"AT1G75020","AT1G75020_P1"
"AT1G75020","AT1G75020_P2"
"AT1G75080","AT1G75080.1"
"AT1G75080","AT1G75080.2"
"AT1G75150","AT1G75150_P1"
"AT1G75150","AT1G75150_P2"
"AT1G75170","AT1G75170.2"
"AT1G75170","AT1G75170_P1"
"AT1G75180","AT1G75180.3"
"AT1G75180","AT1G75180_ID5"
"AT1G75230","AT1G75230_P1"
"AT1G75230","AT1G75230_P2"
"AT1G75295","AT1G75295.2"
"AT1G75295","AT1G75295_ID25"
"AT1G75295","AT1G75295_ID56"
"AT1G75300","AT1G75300.1"
"AT1G75300","AT1G75300_ID2"
"AT1G75310","AT1G75310_ID1"
"AT1G75310","AT1G75310_ID2"
"AT1G75350","AT1G75350_c1"
"AT1G75350","AT1G75350_P1"
"AT1G75380","AT1G75380_P2"
"AT1G75380","AT1G75380_P4"
"AT1G75410","AT1G75410_JC10"
"AT1G75410","AT1G75410_P1"
"AT1G75420","AT1G75420_P1"
"AT1G75420","AT1G75420_P2"
"AT1G75420","AT1G75420_P3"
"AT1G75450","AT1G75450.1"
"AT1G75450","AT1G75450.2"
"AT1G75460","AT1G75460_c1"
"AT1G75460","AT1G75460_P1"
"AT1G75500","AT1G75500.2"
"AT1G75500","AT1G75500_P1"
"AT1G75710","AT1G75710_P1"
"AT1G75710","AT1G75710_s1"
"AT1G75730","AT1G75730.2"
"AT1G75730","AT1G75730_P1"
"AT1G75770","AT1G75770.1"
"AT1G75770","AT1G75770_ID4"
"AT1G75850","AT1G75850_c2"
"AT1G75850","AT1G75850_P1"
"AT1G75860","AT1G75860_ID1"
"AT1G75860","AT1G75860_P2"
"AT1G75980","AT1G75980.1"
"AT1G75980","AT1G75980_ID1"
"AT1G76040","AT1G76040_P1"
"AT1G76040","AT1G76040_P2"
"AT1G76170","AT1G76170_c2"
"AT1G76170","AT1G76170_JC3"
"AT1G76180","AT1G76180.2"
"AT1G76180","AT1G76180_P1"
"AT1G76340","AT1G76340_JC2"
"AT1G76340","AT1G76340_P1"
"AT1G76350","AT1G76350_P1"
"AT1G76350","AT1G76350_P2"
"AT1G76440","AT1G76440_P1"
"AT1G76440","AT1G76440_P3"
"AT1G76510","AT1G76510_JC2"
"AT1G76510","AT1G76510_P1"
"AT1G76510","AT1G76510_P2"
"AT1G76510","AT1G76510_P4"
"AT1G76530","AT1G76530_ID3"
"AT1G76530","AT1G76530_ID4"
"AT1G76570","AT1G76570_ID1"
"AT1G76570","AT1G76570_P1"
"AT1G76570","AT1G76570_s2"
"AT1G76580","AT1G76580_ID2"
"AT1G76580","AT1G76580_P1"
"AT1G76590","AT1G76590_ID2"
"AT1G76590","AT1G76590_P1"
"AT1G76620","AT1G76620_P1"
"AT1G76620","AT1G76620_P2"
"AT1G76705","AT1G76705_JC4"
"AT1G76705","AT1G76705_JS2"
"AT1G76705","AT1G76705_JS6"
"AT1G76720","AT1G76720_JC34"
"AT1G76720","AT1G76720_P1"
"AT1G76870","AT1G76870_P2"
"AT1G76870","AT1G76870_P3"
"AT1G76940","AT1G76940_P1"
"AT1G76940","AT1G76940_P3"
"AT1G76970","AT1G76970_P1"
"AT1G76970","AT1G76970_P5"
"AT1G76990","AT1G76990_P1"
"AT1G76990","AT1G76990_P3"
"AT1G77000","AT1G77000_P2"
"AT1G77000","AT1G77000_P3"
"AT1G77110","AT1G77110_JS1"
"AT1G77110","AT1G77110_P1"
"AT1G77110","AT1G77110_P2"
"AT1G77210","AT1G77210.1"
"AT1G77210","AT1G77210_P2"
"AT1G77210","AT1G77210_P3"
"AT1G77220","AT1G77220_P1"
"AT1G77220","AT1G77220_P2"
"AT1G77260","AT1G77260_ID3"
"AT1G77260","AT1G77260_P1"
"AT1G77270","AT1G77270_ID3"
"AT1G77270","AT1G77270_P1"
"AT1G77270","AT1G77270_P2"
"AT1G77280","AT1G77280.1"
"AT1G77280","AT1G77280_P2"
"AT1G77290","AT1G77290.1"
"AT1G77290","AT1G77290_ID2"
"AT1G77310","AT1G77310.1"
"AT1G77310","AT1G77310_c1"
"AT1G77320","AT1G77320_P1"
"AT1G77320","AT1G77320_P3"
"AT1G77410","AT1G77410.1"
"AT1G77410","AT1G77410_P2"
"AT1G77420","AT1G77420_c1"
"AT1G77420","AT1G77420_P1"
"AT1G77440","AT1G77440.2"
"AT1G77440","AT1G77440_ID5"
"AT1G77450","AT1G77450_JC1"
"AT1G77450","AT1G77450_P1"
"AT1G77460","AT1G77460_P2"
"AT1G77460","AT1G77460_P4"
"AT1G77480","AT1G77480_P1"
"AT1G77480","AT1G77480_P2"
"AT1G77490","AT1G77490_P1"
"AT1G77490","AT1G77490_P2"
"AT1G77600","AT1G77600_c1"
"AT1G77600","AT1G77600_JS9"
"AT1G77770","AT1G77770_ID15"
"AT1G77770","AT1G77770_P1"
"AT1G77800","AT1G77800_P3"
"AT1G77800","AT1G77800_P4"
"AT1G77800","AT1G77800_P5"
"AT1G77800","AT1G77800_P6"
"AT1G77810","AT1G77810_P1"
"AT1G77810","AT1G77810_P2"
"AT1G77850","AT1G77850_JS1"
"AT1G77850","AT1G77850_P1"
"AT1G77890","AT1G77890_ID5"
"AT1G77890","AT1G77890_P1"
"AT1G78000","AT1G78000_JS1"
"AT1G78000","AT1G78000_P4"
"AT1G78010","AT1G78010_ID3"
"AT1G78010","AT1G78010_P1"
"AT1G78010","AT1G78010_s1"
"AT1G78070","AT1G78070_P1"
"AT1G78070","AT1G78070_s3"
"AT1G78150","AT1G78150.2"
"AT1G78150","AT1G78150_P1"
"AT1G78240","AT1G78240_P1"
"AT1G78240","AT1G78240_P2"
"AT1G78270","AT1G78270.1"
"AT1G78270","AT1G78270_ID1"
"AT1G78290","AT1G78290_P2"
"AT1G78290","AT1G78290_P3"
"AT1G78410","AT1G78410_JC1"
"AT1G78410","AT1G78410_JC2"
"AT1G78440","AT1G78440_ID1"
"AT1G78440","AT1G78440_P1"
"AT1G78450","AT1G78450_ID1"
"AT1G78450","AT1G78450_s1"
"AT1G78480","AT1G78480_ID1"
"AT1G78480","AT1G78480_ID2"
"AT1G78490","AT1G78490_P1"
"AT1G78490","AT1G78490_P2"
"AT1G78510","AT1G78510.1"
"AT1G78510","AT1G78510_c1"
"AT1G78530","AT1G78530_P1"
"AT1G78530","AT1G78530_P2"
"AT1G78540","AT1G78540_P1"
"AT1G78540","AT1G78540_P3"
"AT1G78550","AT1G78550_P1"
"AT1G78550","AT1G78550_P2"
"AT1G78590","AT1G78590_P1"
"AT1G78590","AT1G78590_P2"
"AT1G78660","AT1G78660.3"
"AT1G78660","AT1G78660_ID29"
"AT1G78660","AT1G78660_P1"
"AT1G78680","AT1G78680_c1"
"AT1G78680","AT1G78680_ID6"
"AT1G78680","AT1G78680_P1"
"AT1G78690","AT1G78690_c7"
"AT1G78690","AT1G78690_ID59"
"AT1G78690","AT1G78690_P1"
"AT1G78730","AT1G78730_JS2"
"AT1G78730","AT1G78730_s1"
"AT1G78800","AT1G78800_ID4"
"AT1G78800","AT1G78800_ID6"
"AT1G78800","AT1G78800_P1"
"AT1G78810","AT1G78810_ID2"
"AT1G78810","AT1G78810_ID5"
"AT1G78810","AT1G78810_P1"
"AT1G78910","AT1G78910_P1"
"AT1G78910","AT1G78910_P2"
"AT1G78920","AT1G78920.2"
"AT1G78920","AT1G78920_ID22"
"AT1G79000","AT1G79000_ID2"
"AT1G79000","AT1G79000_P1"
"AT1G79000","AT1G79000_P3"
"AT1G79020","AT1G79020_c1"
"AT1G79020","AT1G79020_P1"
"AT1G79090","AT1G79090_P1"
"AT1G79090","AT1G79090_P2"
"AT1G79090","AT1G79090_P3"
"AT1G79110","AT1G79110_ID3"
"AT1G79110","AT1G79110_P2"
"AT1G79190","AT1G79190_P1"
"AT1G79190","AT1G79190_s1"
"AT1G79270","AT1G79270.1"
"AT1G79270","AT1G79270_ID4"
"AT1G79270","AT1G79270_ID5"
"AT1G79380","AT1G79380.1"
"AT1G79380","AT1G79380_ID11"
"AT1G79500","AT1G79500_P2"
"AT1G79500","AT1G79500_P3"
"AT1G79500","AT1G79500_P4"
"AT1G79510","AT1G79510.2"
"AT1G79510","AT1G79510_ID1"
"AT1G79520","AT1G79520_P1"
"AT1G79520","AT1G79520_P4"
"AT1G79560","AT1G79560_JC3"
"AT1G79560","AT1G79560_P1"
"AT1G79570","AT1G79570.1"
"AT1G79570","AT1G79570_P2"
"AT1G79590","AT1G79590_P1"
"AT1G79590","AT1G79590_P2"
"AT1G79620","AT1G79620_P1"
"AT1G79620","AT1G79620_P3"
"AT1G79620","AT1G79620_P4"
"AT1G79630","AT1G79630_P1"
"AT1G79630","AT1G79630_P4"
"AT1G79640","AT1G79640_P2"
"AT1G79640","AT1G79640_P3"
"AT1G79640","AT1G79640_P4"
"AT1G79640","AT1G79640_s2"
"AT1G79650","AT1G79650_P1"
"AT1G79650","AT1G79650_P2"
"AT1G79690","AT1G79690_P1"
"AT1G79690","AT1G79690_P2"
"AT1G79700","AT1G79700_ID5"
"AT1G79700","AT1G79700_ID6"
"AT1G79700","AT1G79700_P2"
"AT1G79710","AT1G79710_P1"
"AT1G79710","AT1G79710_P3"
"AT1G79740","AT1G79740_P1"
"AT1G79740","AT1G79740_P4"
"AT1G79810","AT1G79810.1"
"AT1G79810","AT1G79810_ID1"
"AT1G79820","AT1G79820_ID4"
"AT1G79820","AT1G79820_ID5"
"AT1G79820","AT1G79820_s1"
"AT1G79830","AT1G79830.2"
"AT1G79830","AT1G79830_P1"
"AT1G79830","AT1G79830_P3"
"AT1G79850","AT1G79850.1"
"AT1G79850","AT1G79850_c1"
"AT1G79880","AT1G79880_P1"
"AT1G79880","AT1G79880_P2"
"AT1G79930","AT1G79930_ID3"
"AT1G79930","AT1G79930_P1"
"AT1G79940","AT1G79940_P1"
"AT1G79940","AT1G79940_P2"
"AT1G79990","AT1G79990.1"
"AT1G79990","AT1G79990_P1"
"AT1G80000","AT1G80000_P1"
"AT1G80000","AT1G80000_P2"
"AT1G80000","AT1G80000_P3"
"AT1G80020","AT1G80020.1"
"AT1G80020","AT1G80020_c1"
"AT1G80030","AT1G80030_ID4"
"AT1G80030","AT1G80030_ID6"
"AT1G80030","AT1G80030_P2"
"AT1G80050","AT1G80050.1"
"AT1G80050","AT1G80050_ID6"
"AT1G80060","AT1G80060_JS1"
"AT1G80060","AT1G80060_P3"
"AT1G80170","AT1G80170_P1"
"AT1G80170","AT1G80170_s1"
"AT1G80190","AT1G80190_P1"
"AT1G80190","AT1G80190_P3"
"AT1G80190","AT1G80190_P4"
"AT1G80190","AT1G80190_s1"
"AT1G80210","AT1G80210_P1"
"AT1G80210","AT1G80210_P2"
"AT1G80245","AT1G80245_JC23"
"AT1G80245","AT1G80245_P1"
"AT1G80245","AT1G80245_P3"
"AT1G80245","AT1G80245_P5"
"AT1G80260","AT1G80260_P1"
"AT1G80260","AT1G80260_P2"
"AT1G80260","AT1G80260_P3"
"AT1G80260","AT1G80260_s1"
"AT1G80270","AT1G80270.2"
"AT1G80270","AT1G80270.3"
"AT1G80270","AT1G80270_c1"
"AT1G80325","AT1G80325.2"
"AT1G80325","AT1G80325_ID2"
"AT1G80360","AT1G80360_c1"
"AT1G80360","AT1G80360_P2"
"AT1G80420","AT1G80420_P2"
"AT1G80420","AT1G80420_P5"
"AT1G80490","AT1G80490_P1"
"AT1G80490","AT1G80490_P2"
"AT1G80570","AT1G80570.1"
"AT1G80570","AT1G80570.2"
"AT1G80570","AT1G80570.3"
"AT1G80570","AT1G80570_c1"
"AT1G80650","AT1G80650.1"
"AT1G80650","AT1G80650_ID2"
"AT1G80690","AT1G80690_JS1"
"AT1G80690","AT1G80690_P1"
"AT1G80780","AT1G80780.3"
"AT1G80780","AT1G80780_P2"
"AT1G80790","AT1G80790_P1"
"AT1G80790","AT1G80790_P2"
"AT1G80830","AT1G80830_c1"
"AT1G80830","AT1G80830_P2"
"AT1G80850","AT1G80850_c1"
"AT1G80850","AT1G80850_P1"
"AT1G80860","AT1G80860.1"
"AT1G80860","AT1G80860.2"
"AT1G80900","AT1G80900_c1"
"AT1G80900","AT1G80900_P1"
"AT1G80940","AT1G80940_ID2"
"AT1G80940","AT1G80940_P1"
"AT1G80970","AT1G80970_ID1"
"AT1G80970","AT1G80970_P3"
"AT1G80980","AT1G80980_JS5"
"AT1G80980","AT1G80980_P1"
"AT1G80980","AT1G80980_P2"
"AT2G01100","AT2G01100_ID1"
"AT2G01100","AT2G01100_ID3"
"AT2G01120","AT2G01120.1"
"AT2G01120","AT2G01120.2"
"AT2G01130","AT2G01130_JC2"
"AT2G01130","AT2G01130_P1"
"AT2G01130","AT2G01130_P2"
"AT2G01180","AT2G01180_P4"
"AT2G01180","AT2G01180_P5"
"AT2G01220","AT2G01220_ID12"
"AT2G01220","AT2G01220_P2"
"AT2G01320","AT2G01320.2"
"AT2G01320","AT2G01320.3"
"AT2G01320","AT2G01320_P1"
"AT2G01420","AT2G01420_P1"
"AT2G01420","AT2G01420_P2"
"AT2G01450","AT2G01450.4"
"AT2G01450","AT2G01450_c3"
"AT2G01450","AT2G01450_ID30"
"AT2G01470","AT2G01470_c1"
"AT2G01470","AT2G01470_P1"
"AT2G01490","AT2G01490_P1"
"AT2G01490","AT2G01490_P2"
"AT2G01590","AT2G01590_c2"
"AT2G01590","AT2G01590_P1"
"AT2G01630","AT2G01630.1"
"AT2G01630","AT2G01630_ID5"
"AT2G01640","AT2G01640.2"
"AT2G01640","AT2G01640_P1"
"AT2G01690","AT2G01690_JS2"
"AT2G01690","AT2G01690_P1"
"AT2G01720","AT2G01720_c1"
"AT2G01720","AT2G01720_P1"
"AT2G01730","AT2G01730_JS4"
"AT2G01730","AT2G01730_P1"
"AT2G01735","AT2G01735_P1"
"AT2G01735","AT2G01735_P2"
"AT2G01750","AT2G01750.1"
"AT2G01750","AT2G01750.2"
"AT2G01830","AT2G01830_JC14"
"AT2G01830","AT2G01830_JS7"
"AT2G01850","AT2G01850_P1"
"AT2G01850","AT2G01850_s1"
"AT2G01918","AT2G01918_P1"
"AT2G01918","AT2G01918_s2"
"AT2G01930","AT2G01930_P1"
"AT2G01930","AT2G01930_P2"
"AT2G01980","AT2G01980_P1"
"AT2G01980","AT2G01980_s1"
"AT2G01990","AT2G01990_P2"
"AT2G01990","AT2G01990_s1"
"AT2G02020","AT2G02020_ID1"
"AT2G02020","AT2G02020_ID2"
"AT2G02060","AT2G02060_P1"
"AT2G02060","AT2G02060_P2"
"AT2G02070","AT2G02070_P1"
"AT2G02070","AT2G02070_P2"
"AT2G02148","AT2G02148_P3"
"AT2G02148","AT2G02148_P4"
"AT2G02148","AT2G02148_P5"
"AT2G02170","AT2G02170_P5"
"AT2G02170","AT2G02170_s1"
"AT2G02410","AT2G02410_ID1"
"AT2G02410","AT2G02410_P1"
"AT2G02410","AT2G02410_P3"
"AT2G02450","AT2G02450_P1"
"AT2G02450","AT2G02450_P2"
"AT2G02470","AT2G02470_P1"
"AT2G02470","AT2G02470_P2"
"AT2G02470","AT2G02470_P3"
"AT2G02480","AT2G02480_P1"
"AT2G02480","AT2G02480_P2"
"AT2G02560","AT2G02560_P1"
"AT2G02560","AT2G02560_P2"
"AT2G02570","AT2G02570_JC4"
"AT2G02570","AT2G02570_P1"
"AT2G02570","AT2G02570_P2"
"AT2G02710","AT2G02710_P1"
"AT2G02710","AT2G02710_P2"
"AT2G02730","AT2G02730_c2"
"AT2G02730","AT2G02730_P1"
"AT2G02765","AT2G02765_P1"
"AT2G02765","AT2G02765_P3"
"AT2G02765","AT2G02765_P4"
"AT2G02790","AT2G02790_P3"
"AT2G02790","AT2G02790_s3"
"AT2G02820","AT2G02820_JS2"
"AT2G02820","AT2G02820_P2"
"AT2G02820","AT2G02820_P3"
"AT2G02860","AT2G02860_P1"
"AT2G02860","AT2G02860_P2"
"AT2G02910","AT2G02910_ID13"
"AT2G02910","AT2G02910_P1"
"AT2G02960","AT2G02960_P1"
"AT2G02960","AT2G02960_P3"
"AT2G02960","AT2G02960_P4"
"AT2G03060","AT2G03060_c2"
"AT2G03060","AT2G03060_ID1"
"AT2G03060","AT2G03060_P3"
"AT2G03140","AT2G03140_JC25"
"AT2G03140","AT2G03140_JS36"
"AT2G03140","AT2G03140_P1"
"AT2G03140","AT2G03140_P3"
"AT2G03140","AT2G03140_s4"
"AT2G03150","AT2G03150_P1"
"AT2G03150","AT2G03150_s1"
"AT2G03280","AT2G03280_ID3"
"AT2G03280","AT2G03280_P1"
"AT2G03430","AT2G03430_ID6"
"AT2G03430","AT2G03430_P1"
"AT2G03470","AT2G03470.2"
"AT2G03470","AT2G03470_P1"
"AT2G03480","AT2G03480_P3"
"AT2G03480","AT2G03480_s2"
"AT2G03530","AT2G03530_P1"
"AT2G03530","AT2G03530_P3"
"AT2G03530","AT2G03530_P4"
"AT2G03590","AT2G03590_P1"
"AT2G03590","AT2G03590_P2"
"AT2G03640","AT2G03640_P1"
"AT2G03640","AT2G03640_s1"
"AT2G03667","AT2G03667_ID3"
"AT2G03667","AT2G03667_P1"
"AT2G03710","AT2G03710.1"
"AT2G03710","AT2G03710_P2"
"AT2G03810","AT2G03810_P1"
"AT2G03810","AT2G03810_P2"
"AT2G03810","AT2G03810_P5"
"AT2G03980","AT2G03980_JS1"
"AT2G03980","AT2G03980_P2"
"AT2G04110","AT2G04110.1"
"AT2G04110","AT2G04110_c1"
"AT2G04235","AT2G04235_JS1"
"AT2G04235","AT2G04235_JS2"
"AT2G04240","AT2G04240.2"
"AT2G04240","AT2G04240_P1"
"AT2G04270","AT2G04270.1"
"AT2G04270","AT2G04270_P4"
"AT2G04340","AT2G04340_c1"
"AT2G04340","AT2G04340_P1"
"AT2G04350","AT2G04350_ID3"
"AT2G04350","AT2G04350_P1"
"AT2G04430","AT2G04430_JC3"
"AT2G04430","AT2G04430_P2"
"AT2G04540","AT2G04540_ID2"
"AT2G04540","AT2G04540_P1"
"AT2G04690","AT2G04690_P1"
"AT2G04690","AT2G04690_P2"
"AT2G04700","AT2G04700_P1"
"AT2G04700","AT2G04700_P3"
"AT2G04790","AT2G04790_P10"
"AT2G04790","AT2G04790_P9"
"AT2G04845","AT2G04845_P1"
"AT2G04845","AT2G04845_s4"
"AT2G04850","AT2G04850_ID1"
"AT2G04850","AT2G04850_P1"
"AT2G05100","AT2G05100_JS1"
"AT2G05100","AT2G05100_P1"
"AT2G05160","AT2G05160_JS6"
"AT2G05160","AT2G05160_P1"
"AT2G05160","AT2G05160_P2"
"AT2G05210","AT2G05210_ID16"
"AT2G05210","AT2G05210_ID5"
"AT2G05210","AT2G05210_P3"
"AT2G05220","AT2G05220_c1"
"AT2G05220","AT2G05220_ID2"
"AT2G05310","AT2G05310_P1"
"AT2G05310","AT2G05310_P2"
"AT2G05440","AT2G05440_JC17"
"AT2G05440","AT2G05440_P2"
"AT2G05590","AT2G05590_c1"
"AT2G05590","AT2G05590_P2"
"AT2G05632","AT2G05632_c2"
"AT2G05632","AT2G05632_s1"
"AT2G05755","AT2G05755.1"
"AT2G05755","AT2G05755_c1"
"AT2G05830","AT2G05830_P1"
"AT2G05830","AT2G05830_P2"
"AT2G05990","AT2G05990.2"
"AT2G05990","AT2G05990_P1"
"AT2G06000","AT2G06000_P1"
"AT2G06000","AT2G06000_P2"
"AT2G06005","AT2G06005_P1"
"AT2G06005","AT2G06005_P2"
"AT2G06010","AT2G06010_ID5"
"AT2G06010","AT2G06010_P1"
"AT2G06025","AT2G06025.1"
"AT2G06025","AT2G06025_ID169"
"AT2G07042","AT2G07042_c1"
"AT2G07042","AT2G07042_c2"
"AT2G07042","AT2G07042_s1"
"AT2G07180","AT2G07180.2"
"AT2G07180","AT2G07180_P1"
"AT2G07680","AT2G07680.1"
"AT2G07680","AT2G07680_P6"
"AT2G10950","AT2G10950_P1"
"AT2G10950","AT2G10950_P3"
"AT2G11000","AT2G11000_c3"
"AT2G11000","AT2G11000_P1"
"AT2G11280","AT2G11280_s3"
"AT2G11280","AT2G11280_s5"
"AT2G11880","AT2G11880_c1"
"AT2G11880","AT2G11880_c2"
"AT2G11910","AT2G11910_P1"
"AT2G11910","AT2G11910_P2"
"AT2G13100","AT2G13100_P1"
"AT2G13100","AT2G13100_P4"
"AT2G13440","AT2G13440_ID3"
"AT2G13440","AT2G13440_P1"
"AT2G13550","AT2G13550_JC1"
"AT2G13550","AT2G13550_P1"
"AT2G13790","AT2G13790_P1"
"AT2G13790","AT2G13790_s1"
"AT2G13800","AT2G13800_P2"
"AT2G13800","AT2G13800_P3"
"AT2G13975","AT2G13975.2"
"AT2G13975","AT2G13975_c1"
"AT2G14045","AT2G14045_P1"
"AT2G14045","AT2G14045_P4"
"AT2G14050","AT2G14050_P1"
"AT2G14050","AT2G14050_P2"
"AT2G14090","AT2G14090_ID1"
"AT2G14090","AT2G14090_ID2"
"AT2G14110","AT2G14110_P1"
"AT2G14110","AT2G14110_P2"
"AT2G14255","AT2G14255_ID32"
"AT2G14255","AT2G14255_ID40"
"AT2G14260","AT2G14260_P1"
"AT2G14260","AT2G14260_P2"
"AT2G14520","AT2G14520_P1"
"AT2G14520","AT2G14520_P3"
"AT2G14520","AT2G14520_P4"
